id,lon,lat,time
1,141.13000166666666,-37.129999999999995,2019-09-30
2,141.3,-37.65,2019-09-30
3,141.48,-37.35,2019-10-01
4,147.16,-37.85,2019-10-01
5,148.1050025,-37.57999,2019-10-01
6,144.17999,-38.35,2019-10-01
7,143.58,-36.15,2019-10-02
8,143.14249999999998,-37.2824975,2019-10-02
9,141.14999999999998,-36.54,2019-10-02
10,143.36,-37.32,2019-10-02
11,148.64,-37.48,2019-10-05
12,148.42333,-37.10333166666667,2019-10-05
13,148.79999,-37.3,2019-10-05
14,148.79999,-37.36,2019-10-05
15,148.85000000000002,-37.38,2019-10-05
16,144.73999,-36.86,2019-10-13
17,144.23999,-37.28,2019-10-14
18,143.63,-36.12,2019-10-14
19,143.63333333333333,-36.126666666666665,2019-10-19
20,143.87,-36.82,2019-10-20
21,144.49,-36.89,2019-10-21
22,143.23999,-37.22,2019-10-21
23,141.45999,-37.86,2019-10-27
24,144.26001,-36.71,2019-10-27
25,141.29000000000002,-34.8,2019-10-29
26,141.35714285714286,-34.66571428571429,2019-10-29
27,141.41333,-34.88666666666667,2019-10-29
28,141.40999499999998,-34.78,2019-10-29
29,142.16,-35.52,2019-10-29
30,141.62,-35.35,2019-10-29
31,141.66,-35.42,2019-10-29
32,148.95999,-37.56,2019-10-31
33,141.189995,-37.28,2019-11-19
34,142.45999,-34.6,2019-11-19
35,142.53332666666665,-34.9,2019-11-19
36,141.93,-34.81,2019-11-19
37,142.012,-34.844,2019-11-19
38,141.95999,-34.949995,2019-11-19
39,148.659998,-37.496,2019-11-20
40,147.76333166666666,-37.626666666666665,2019-11-20
41,147.76000249999998,-37.495,2019-11-20
42,147.830005,-37.6,2019-11-20
43,148.18666,-37.21333333333333,2019-11-20
44,147.95332666666667,-37.333333333333336,2019-11-20
45,148.57,-37.46,2019-11-20
46,148.46999499999998,-37.47,2019-11-20
47,147.16688606557378,-37.74131032786885,2019-11-20
48,148.79000250000001,-37.74,2019-11-20
49,146.86666666666667,-37.82666666666667,2019-11-20
50,146.830005,-37.9,2019-11-20
51,146.72499833333333,-37.958330833333335,2019-11-20
52,146.49,-38,2019-11-20
53,146.39999,-38.02,2019-11-20
54,146.43249624999999,-38.10499875,2019-11-20
55,146.5199975,-38.089995,2019-11-20
56,148.29105315789474,-36.891578157894735,2019-11-20
