id,lon,lat,time_id
1,145.17999,-38.12,1
2,145.17999,-38.1,1
3,145.2,-38.12,1
4,145.2,-38.14,1
5,145.17999,-38.14,1
6,145.16,-38.12,2
7,145.16,-38.14,2
8,145.2,-38.14,2
9,145.16,-38.12,2
10,145.17999,-38.12,2
11,145.16,-38.14,2
12,145.17999,-38.14,2
13,141.02,-37.4,3
14,141.03999,-37.25999,3
15,141.2,-37.62,3
16,141.25999,-37.6,3
17,141.22,-37.62,3
18,141.23999,-37.62,3
19,141.06,-37.28,3
20,141.25999,-37.62,3
21,141.25999,-37.64,3
22,141.02,-37.42,4
23,141.28,-37.62,4
24,144.56,-37.82,4
25,144.58,-37.82,4
26,144.58,-37.84,4
27,141.48,-37.12,4
28,141.5,-37.1,5
29,146.08,-36.9,23
30,146.10001,-36.9,23
31,146.06,-36.88,23
32,146.10001,-36.92,23
33,146.10001,-36.93999,23
34,146.06,-36.9,23
35,146.06,-36.92,23
36,146.08,-36.92,23
37,143.16,-37,27
38,143.16,-37.02,27
39,147.89999,-36.24,27
40,147.89999,-36.25999,27
41,147.89999,-36.28,27
42,143.17999,-37.02,27
43,147.88,-36.25999,28
44,147.88,-36.28,28
45,147.88,-36.3,28
46,142.78,-35.4,28
47,142,-34.82,28
48,140.98,-34.75999,28
49,141.78,-34.82,28
50,142,-34.84,28
51,142.8,-35.25999,28
52,142.8,-35.28,28
53,141,-34.78,28
54,141.7,-34.78,28
55,141.14,-34.8,28
56,141.7,-34.8,28
57,141.32001,-34.92,28
58,142.78,-35.25999,28
59,141.17999,-34.8,29
60,141.2,-34.8,29
61,141.2,-34.84,29
62,141.45999,-34.92,29
63,141.45999,-34.96,29
64,141.45999,-34.98,29
65,141.5,-35,29
66,141.17999,-34.74,29
67,141.17999,-34.78,29
68,141.2,-34.78,29
69,141.3,-34.9,29
70,141.52,-34.9,29
71,141.3,-34.92,29
72,141.44,-34.92,29
73,141.48,-34.96,29
74,141.48,-34.98,29
75,141.52,-35,29
76,141.44,-34.9,29
77,141.45999,-34.92,29
78,141.45999,-34.93999,29
79,141.48,-34.93999,29
80,141.52,-34.96,29
81,141.5,-34.93999,29
82,142.44,-37.24,52
83,142.42,-37.25999,52
84,142.44,-37.25999,52
85,142.44,-37.28,52
86,141.53999,-34.68,74
87,141.56,-34.68,74
88,141.53999,-34.64,74
89,141.53999,-34.66,74
90,141.53999,-34.62,75
91,141.56,-34.62,75
92,141.58,-34.62,75
93,141.56,-34.64,75
94,141.58,-34.64,75
95,141.60001,-34.64,75
96,141.56,-34.66,75
97,141.58,-34.66,75
98,141.60001,-34.66,75
99,141.56,-34.62,75
100,141.53999,-34.68,75
101,141.58,-34.62,75
102,141.58,-34.64,75
103,141.60001,-34.64,75
104,141.58,-34.66,75
105,141.60001,-34.66,75
106,141.56,-34.64,75
107,141.56,-34.66,75
108,141.53999,-34.62,75
109,141.53999,-34.64,75
110,141.53999,-34.66,75
111,141.53999,-34.62,76
112,141.56,-34.62,76
113,141.53999,-34.64,76
114,141.56,-34.64,76
115,141.53999,-34.66,76
116,141.56,-34.66,76
117,143.25999,-36.16,76
118,143.25999,-36.18,76
119,143.25999,-36.14,77
