#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-01-20 05:20:00+00','2018-01-20 05:50:42+00','Himawari-8','kn3','NC_H08_20180120_0520_R21_FLDK.06001_06001.nc',03348,04832,42.97,-10.45,69.758,95.335,311.87,284.7,27.17,308.9666,303.7151,5.2515,3.6886,3.3641,1.4649,0.181,0.322,0.1205,1,'001000',0,163.88,1,1,"'MULTIPOLYGON((( 147.423401  -36.983551, 146.652756  -37.099586, 146.461136  -36.254475, 147.223709  -36.139683, 147.423401  -36.983551)))'",Victoria,146.94,-36.62,2018-01-20 05:20:00,2018,1,20,3,5,338
'2018-01-20 05:20:00+00','2018-01-20 05:50:42+00','Himawari-8','kn3','NC_H08_20180120_0520_R21_FLDK.06001_06001.nc',03350,04832,42.98,-10.52,69.769,95.366,309.35,285.75,23.6,308.9857,303.915,5.0707,3.4674,3.0437,1.4442,0.139,0.241,0.0863,1,'001000',0,141.227,0.83,1,"'MULTIPOLYGON((( 147.464035  -36.983204, 146.693451  -37.100014, 146.500488  -36.254818, 147.263000  -36.139256, 147.464035  -36.983204)))'",Victoria,146.98,-36.62,2018-01-20 05:20:00,2018,1,20,3,5,338
'2018-01-20 05:30:00+00','2018-01-20 06:00:43+00','Himawari-8','kn3','NC_H08_20180120_0530_R21_FLDK.06001_06001.nc',03367,04827,42.92,-11.1,69.701,95.18,305.55,281.4,24.15,304.6678,298.2389,6.4289,6.9137,12.3668,6.0106,0.122,0.241,0.1128,1,'001000',0,138.678,0.33,1,"'MULTIPOLYGON((( 147.807373  -36.878487, 147.040085  -37.001457, 146.837128  -36.159512, 147.596481  -36.037846, 147.807373  -36.878487)))'",Victoria,147.32001,-36.52,2018-01-20 05:30:00,2018,1,20,3,5,338
'2018-01-20 05:30:00+00','2018-01-20 06:00:43+00','Himawari-8','kn3','NC_H08_20180120_0530_R21_FLDK.06001_06001.nc',03367,04828,42.94,-11.1,69.724,95.242,305.36,281,24.36,305.0826,299.0673,6.0153,6.3095,11.3047,5.6227,0.112,0.231,0.1431,1,'001000',0,139.467,0.33,1,"'MULTIPOLYGON((( 147.807693  -36.898743, 147.039948  -37.021755, 146.836807  -36.179260, 147.596603  -36.057560, 147.807693  -36.898743)))'",Victoria,147.32001,-36.54,2018-01-20 05:30:00,2018,1,20,3,5,338
'2018-01-20 05:30:00+00','2018-01-20 06:00:43+00','Himawari-8','kn3','NC_H08_20180120_0530_R21_FLDK.06001_06001.nc',03368,04828,42.95,-11.13,69.735,95.273,307.46,287.96,19.5,304.7883,298.7419,6.0464,6.1754,11.211,5.6533,0.108,0.236,0.0952,1,'001000',0,116.822,0.33,1,"'MULTIPOLYGON((( 147.828018  -36.898663, 147.060226  -37.022018, 146.856476  -36.179340, 147.616318  -36.057297, 147.828018  -36.898663)))'",Victoria,147.34,-36.54,2018-01-20 05:30:00,2018,1,20,3,5,338
'2018-01-20 05:30:00+00','2018-01-20 06:00:43+00','Himawari-8','kn3','NC_H08_20180120_0530_R21_FLDK.06001_06001.nc',03349,04838,43.1,-10.46,69.906,95.74,308.68,290.35,18.33,306.9372,301.8567,5.0805,3.1121,3.0621,1.73,0.117,0.203,0.0943,1,'001000',0,111.807,0.33,1,"'MULTIPOLYGON((( 147.445480  -37.105141, 146.671997  -37.221531, 146.479095  -36.372871, 147.244415  -36.257736, 147.445480  -37.105141)))'",Victoria,146.95999,-36.74,2018-01-20 05:30:00,2018,1,20,3,5,338
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03348,04834,43.01,-10.44,69.803,95.459,309.71,282.72,26.99,307.4119,302.0408,5.3711,3.297,3.5933,1.9687,0.159,0.28,0.1264,1,'001000',0,159.429,1,1,"'MULTIPOLYGON((( 147.423950  -37.024128, 146.652374  -37.140129, 146.460602  -36.293896, 147.224075  -36.179138, 147.423950  -37.024128)))'",Victoria,146.94,-36.66,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03348,04835,43.04,-10.44,69.837,95.553,309.37,282.57,26.8,307.0824,301.771,5.3114,3.1202,3.5458,2.0406,0.14,0.277,0.12,1,'001000',0,157.91,0.83,1,"'MULTIPOLYGON((( 147.424377  -37.044514, 146.652206  -37.160572, 146.460190  -36.313511, 147.224228  -36.198704, 147.424377  -37.044514)))'",Victoria,146.94,-36.68,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03348,04836,43.06,-10.43,69.86,95.615,309.37,282.57,26.8,306.6856,301.3469,5.3387,3.0258,3.5509,2.1231,0.14,0.277,0.122,1,'001000',0,157.91,0.83,1,"'MULTIPOLYGON((( 147.424606  -37.064835, 146.651962  -37.180820, 146.459961  -36.333183, 147.224472  -36.218445, 147.424606  -37.064835)))'",Victoria,146.94,-36.7,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03348,04837,43.08,-10.43,69.883,95.677,310.15,287.25,22.9,306.299,300.8772,5.4217,2.9178,3.5599,2.2253,0.112,0.251,0.1263,1,'001000',0,138.619,0.83,1,"'MULTIPOLYGON((( 147.424927  -37.085094, 146.651825  -37.201118, 146.459656  -36.352928, 147.224609  -36.238155, 147.424927  -37.085094)))'",Victoria,146.94,-36.72,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03350,04837,43.09,-10.49,69.894,95.709,306.21,286.62,19.59,306.1068,301.1635,4.9433,2.8932,3.2428,2.1098,0.113,0.213,0.0743,1,'001000',0,115.838,0.5,1,"'MULTIPOLYGON((( 147.465500  -37.084812, 146.692413  -37.201511, 146.499084  -36.353207, 147.264008  -36.237766, 147.465500  -37.084812)))'",Victoria,146.98,-36.72,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 05:50:00+00','2018-01-20 06:20:44+00','Himawari-8','kn3','NC_H08_20180120_0550_R21_FLDK.06001_06001.nc',03348,04838,43.1,-10.42,69.906,95.74,309.8,287.36,22.44,305.8071,300.3474,5.4597,2.7174,3.509,2.3394,0.113,0.241,0.1227,1,'001000',0,135.663,0.83,1,"'MULTIPOLYGON((( 147.425171  -37.105412, 146.651581  -37.221371, 146.459427  -36.372601, 147.224838  -36.257896, 147.425171  -37.105412)))'",Victoria,146.94,-36.74,2018-01-20 05:50:00,2018,1,20,3,5,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03339,04829,42.87,-10.17,69.645,95.026,312.65,292.86,19.79,309.6436,304.1013,5.5423,3.0945,3.0397,1.192,0.095,0.231,0.0829,1,'001000',0,124.689,0.33,1,"'MULTIPOLYGON((( 147.239868  -36.924187, 146.470398  -37.036995, 146.284637  -36.193874, 147.046082  -36.082268, 147.239868  -36.924187)))'",Victoria,146.76001,-36.56,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03339,04830,42.9,-10.17,69.679,95.119,312.65,295.56,17.09,309.4845,303.8603,5.6242,3.1905,3.2862,1.2929,0.113,0.247,0.1049,1,'001000',0,109.093,0.33,1,"'MULTIPOLYGON((( 147.240280  -36.944561, 146.470230  -37.057426, 146.284241  -36.213490, 147.046249  -36.101826, 147.240280  -36.944561)))'",Victoria,146.76001,-36.57999,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03349,04832,42.97,-10.48,69.758,95.335,309.09,288.02,21.07,307.483,302.6284,4.8546,3.2271,2.7718,1.6781,0.129,0.249,0.1043,1,'001000',0,127.327,0.33,1,"'MULTIPOLYGON((( 147.443619  -36.983349, 146.673065  -37.099705, 146.480881  -36.254677, 147.243378  -36.139565, 147.443619  -36.983349)))'",Victoria,146.95999,-36.62,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03349,04833,43,-10.48,69.792,95.428,308.43,283.85,24.58,307.2165,302.3882,4.8282,3.2409,2.936,1.7431,0.142,0.279,0.1013,1,'001000',0,145.032,0.33,1,"'MULTIPOLYGON((( 147.444046  -37.003735, 146.672897  -37.120148, 146.480484  -36.274296, 147.243546  -36.159126, 147.444046  -37.003735)))'",Victoria,146.95999,-36.64,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03349,04834,43.02,-10.47,69.815,95.49,307.53,283.93,23.6,306.8622,302.1552,4.707,3.2491,3.0315,1.738,0.124,0.24,0.1172,1,'001000',0,138.654,0.33,1,"'MULTIPOLYGON((( 147.444275  -37.024052, 146.672653  -37.140396, 146.480255  -36.293968, 147.243774  -36.178871, 147.444275  -37.024052)))'",Victoria,146.95999,-36.66,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:00:00+00','2018-01-20 06:30:42+00','Himawari-8','kn3','NC_H08_20180120_0600_R21_FLDK.06001_06001.nc',03349,04838,43.11,-10.46,69.917,95.771,308.21,283.08,25.13,305.1977,300.2098,4.9879,2.7144,3.2146,2.0992,0.117,0.219,0.109,1,'001000',0,147.547,0.5,1,"'MULTIPOLYGON((( 147.445572  -37.105270, 146.671967  -37.221680, 146.479004  -36.372742, 147.244446  -36.257587, 147.445572  -37.105270)))'",Victoria,146.95999,-36.74,2018-01-20 06:00:00,2018,1,20,3,6,339
'2018-01-20 06:10:00+00','2018-01-20 06:40:44+00','Himawari-8','kn3','NC_H08_20180120_0610_R21_FLDK.06001_06001.nc',03350,04835,43.04,-10.5,69.837,95.553,306.63,285.81,20.82,305.7416,301.0584,4.6832,3.3442,3.5086,1.9045,0.134,0.241,0.0746,1,'001000',0,122.886,0.33,1,"'MULTIPOLYGON((( 147.464844  -37.044106, 146.692825  -37.160816, 146.499710  -36.313915, 147.263611  -36.198463, 147.464844  -37.044106)))'",Victoria,146.98,-36.68,2018-01-20 06:10:00,2018,1,20,3,6,339
'2018-01-20 06:10:00+00','2018-01-20 06:40:44+00','Himawari-8','kn3','NC_H08_20180120_0610_R21_FLDK.06001_06001.nc',03348,04839,43.12,-10.42,69.929,95.803,308.08,284.05,24.03,304.1841,298.4505,5.7336,2.7136,3.8013,2.5926,0.176,0.28,0.1121,1,'001000',0,141.668,0.5,1,"'MULTIPOLYGON((( 147.425491  -37.125664, 146.651443  -37.241661, 146.459122  -36.392338, 147.224976  -36.277599, 147.425491  -37.125664)))'",Victoria,146.94,-36.75999,2018-01-20 06:10:00,2018,1,20,3,6,339
'2018-01-20 06:20:00+00','2018-01-20 06:50:43+00','Himawari-8','kn3','NC_H08_20180120_0620_R21_FLDK.06001_06001.nc',03262,04801,42.03,-7.72,68.717,92.511,318.35,303,15.35,315.2999,309.8921,5.4078,2.0158,2.0105,0.8538,0.14,0.21,0.1276,1,'001000',0,104.457,0.33,1,"'MULTIPOLYGON((( 145.669662  -36.369827, 144.910782  -36.454838, 144.774521  -35.628483, 145.525681  -35.544338, 145.669662  -36.369827)))'",Victoria,145.22,-36,2018-01-20 06:20:00,2018,1,20,3,6,339
'2018-01-20 06:20:00+00','2018-01-20 06:50:43+00','Himawari-8','kn3','NC_H08_20180120_0620_R21_FLDK.06001_06001.nc',03262,04802,42.06,-7.72,68.749,92.599,318.35,303,15.35,315.2336,309.7781,5.4555,2.104,2.0987,0.8579,0.14,0.21,0.1259,1,'001000',0,104.457,0.33,1,"'MULTIPOLYGON((( 145.670029  -36.390190, 144.910583  -36.475243, 144.774170  -35.648106, 145.525879  -35.563927, 145.670029  -36.390190)))'",Victoria,145.22,-36.02,2018-01-20 06:20:00,2018,1,20,3,6,339
'2018-01-20 06:20:00+00','2018-01-20 06:50:43+00','Himawari-8','kn3','NC_H08_20180120_0620_R21_FLDK.06001_06001.nc',03348,04838,43.1,-10.42,69.906,95.74,309.33,285.43,23.9,304.7481,298.7943,5.9537,3.441,4.3138,2.4309,0.137,0.239,0.1145,1,'001000',0,142.783,0.5,1,"'MULTIPOLYGON((( 147.425171  -37.105412, 146.651581  -37.221371, 146.459427  -36.372601, 147.224838  -36.257896, 147.425171  -37.105412)))'",Victoria,146.94,-36.74,2018-01-20 06:20:00,2018,1,20,3,6,339
'2018-01-20 06:20:00+00','2018-01-20 06:50:43+00','Himawari-8','kn3','NC_H08_20180120_0620_R21_FLDK.06001_06001.nc',03315,04841,43.07,-9.33,69.871,95.646,308.13,286.64,21.49,309.4129,304.6099,4.8031,4.0355,3.4617,1.308,0.104,0.21,0.1104,1,'001000',0,128.352,0.33,1,"'MULTIPOLYGON((( 146.756516  -37.172375, 145.980057  -37.276417, 145.808075  -36.425701, 146.576248  -36.322788, 146.756516  -37.172375)))'",Victoria,146.28,-36.8,2018-01-20 06:20:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03263,04801,42.04,-7.76,68.728,92.54,312.24,296.49,15.75,314.8461,309.4734,5.3727,2.6835,2.5371,0.8359,0.09,0.114,0.0731,1,'001000',0,100.786,0.33,1,"'MULTIPOLYGON((( 145.690048  -36.369694, 144.931122  -36.455151, 144.794113  -35.628609, 145.545319  -35.544029, 145.690048  -36.369694)))'",Victoria,145.23999,-36,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03263,04802,42.06,-7.75,68.749,92.599,312.24,296.49,15.75,314.7117,309.3137,5.398,2.7519,2.578,0.8878,0.09,0.114,0.0728,1,'001000',0,100.786,0.33,1,"'MULTIPOLYGON((( 145.690262  -36.389999, 144.930878  -36.475372, 144.793930  -35.648296, 145.545563  -35.563797, 145.690262  -36.389999)))'",Victoria,145.23999,-36.02,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03275,04810,42.27,-8.12,68.978,93.215,316.15,294.62,21.53,314.6705,308.8318,5.8386,2.7087,2.6329,0.8729,0.202,0.289,0.101,1,'001000',0,139.242,0.33,1,"'MULTIPOLYGON((( 145.935898  -36.550213, 145.173111  -36.639870, 145.028366  -35.808044, 145.783310  -35.719318, 145.935898  -36.550213)))'",Victoria,145.48,-36.18,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03275,04811,42.29,-8.12,69,93.275,316.15,294.62,21.53,314.7299,308.8307,5.8992000000000004,2.6994,2.6703,0.8413,0.202,0.289,0.0984,1,'001000',0,139.242,0.33,1,"'MULTIPOLYGON((( 145.936188  -36.570457, 145.172958  -36.660145, 145.028091  -35.827789, 145.783463  -35.739037, 145.936188  -36.570457)))'",Victoria,145.48,-36.2,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03316,04841,43.07,-9.36,69.871,95.646,307.51,284.87,22.64,309.3631,304.3828,4.9803,4.1806,3.9404,1.5398,0.131,0.222,0.1361,1,'001000',0,133.618,0.33,1,"'MULTIPOLYGON((( 146.776749  -37.172176, 146.000366  -37.276543, 145.827820  -36.425900, 146.595917  -36.322662, 146.776749  -37.172176)))'",Victoria,146.29999,-36.8,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:30:00+00','2018-01-20 07:00:44+00','Himawari-8','kn3','NC_H08_20180120_0630_R21_FLDK.06001_06001.nc',03316,04842,43.09,-9.35,69.894,95.709,307.51,284.87,22.64,308.8291,303.9415,4.8876,4.0578,3.769,1.5954,0.131,0.222,0.1425,1,'001000',0,133.618,0.33,1,"'MULTIPOLYGON((( 146.776978  -37.192505, 146.000107  -37.296799, 145.827606  -36.445576, 146.596161  -36.342419, 146.776978  -37.192505)))'",Victoria,146.29999,-36.82,2018-01-20 06:30:00,2018,1,20,3,6,339
'2018-01-20 06:40:00+00','2018-01-20 07:10:43+00','Himawari-8','kn3','NC_H08_20180120_0640_R21_FLDK.06001_06001.nc',03091,04730,40.17,-2,66.798,87.416,319.25,303.38,15.87,319.6303,314.6824,4.948,3.7911,3.917,0.708,0.112,0.177,0.0736,1,'001000',0,108.668,0.33,1,"'MULTIPOLYGON((( 142.183228  -34.961929, 141.452255  -34.984406, 141.420288  -34.196842, 142.144394  -34.174576, 142.183228  -34.961929)))'",Victoria,141.8,-34.57999,2018-01-20 06:40:00,2018,1,20,3,6,339
'2018-01-20 06:40:00+00','2018-01-20 07:10:43+00','Himawari-8','kn3','NC_H08_20180120_0640_R21_FLDK.06001_06001.nc',03091,04731,40.19,-2,66.818,87.468,317.54,299.41,18.13,318.8313,313.8024,5.0289,3.8547,4.1008,0.7937,0.124,0.186,0.0924,1,'001000',0,120.802,0.33,1,"'MULTIPOLYGON((( 142.183426  -34.982162, 141.452072  -35.004642, 141.420074  -34.216618, 142.144577  -34.194344, 142.183426  -34.982162)))'",Victoria,141.8,-34.6,2018-01-20 06:40:00,2018,1,20,3,6,339
'2018-01-20 06:50:00+00','2018-01-20 07:20:44+00','Himawari-8','kn3','NC_H08_20180120_0650_R21_FLDK.06001_06001.nc',03092,04730,40.17,-2.03,66.798,87.416,316.34,295.42,20.92,319.126,314.1309,4.9951,3.5115,3.689,0.7036,0.174,0.24,0.1186,1,'001000',0,135.946,0.33,1,"'MULTIPOLYGON((( 142.203461  -34.961765, 141.472504  -34.984554, 141.440048  -34.197006, 142.164154  -34.174427, 142.203461  -34.961765)))'",Victoria,141.82001,-34.57999,2018-01-20 06:50:00,2018,1,20,3,6,340
'2018-01-20 06:50:00+00','2018-01-20 07:20:44+00','Himawari-8','kn3','NC_H08_20180120_0650_R21_FLDK.06001_06001.nc',03274,04810,42.27,-8.09,68.978,93.215,313.73,295.21,18.52,312.4856,306.7855,5.7001,3.4969,4.6026,1.8584,0.122,0.177,0.1102,1,'001000',0,118.664,0.33,1,"'MULTIPOLYGON((( 145.915665  -36.550407, 145.152802  -36.639740, 145.008606  -35.807854, 145.763611  -35.719444, 145.915665  -36.550407)))'",Victoria,145.45999,-36.18,2018-01-20 06:50:00,2018,1,20,3,6,340
'2018-01-20 06:50:00+00','2018-01-20 07:20:44+00','Himawari-8','kn3','NC_H08_20180120_0650_R21_FLDK.06001_06001.nc',03274,04811,42.29,-8.09,69,93.275,313.73,295.21,18.52,312.4226,306.6519,5.7708,3.5301,4.7562,1.9264,0.122,0.177,0.1089,1,'001000',0,118.664,0.33,1,"'MULTIPOLYGON((( 145.915955  -36.570652, 145.152649  -36.660011, 145.008316  -35.827599, 145.763748  -35.739166, 145.915955  -36.570652)))'",Victoria,145.45999,-36.2,2018-01-20 06:50:00,2018,1,20,3,6,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03092,04732,40.22,-2.03,66.847,87.545,315.55,295.16,20.39,317.1474,311.979,5.1684,3.0853,3.2577,0.7183,0.107,0.151,0.1427,1,'001000',0,131.813,0.33,1,"'MULTIPOLYGON((( 142.203949  -35.002335, 141.472092  -35.025143, 141.439575  -34.236435, 142.164551  -34.213840, 142.203949  -35.002335)))'",Victoria,141.82001,-34.62,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03094,04732,40.22,-2.1,66.847,87.545,313.98,290.44,23.54,317.2928,312.148,5.1448,3.2502,3.4303,0.7372,0.131,0.187,0.1356,1,'001000',0,147.582,0.33,1,"'MULTIPOLYGON((( 142.244507  -35.001945, 141.512695  -35.025494, 141.479004  -34.236820, 142.203949  -34.213490, 142.244507  -35.001945)))'",Victoria,141.86,-34.62,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03093,04733,40.24,-2.06,66.867,87.597,314.61,291.77,22.84,316.7308,311.5258,5.205,3.1999,3.3735,0.7855,0.095,0.144,0.1623,1,'001000',0,144.577,0.33,1,"'MULTIPOLYGON((( 142.224396  -35.022400, 141.492157  -35.045532, 141.459106  -34.256374, 142.184464  -34.233459, 142.224396  -35.022400)))'",Victoria,141.84,-34.64,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03097,04733,40.24,-2.2,66.867,87.597,314.45,292.23,22.22,316.9289,311.8089,5.1199,3.5392,3.7408,0.7905,0.134,0.183,0.102,1,'001000',0,140.85,0.5,1,"'MULTIPOLYGON((( 142.305527  -35.021622, 141.573364  -35.046230, 141.537979  -34.257145, 142.263260  -34.232765, 142.305527  -35.021622)))'",Victoria,141.92,-34.64,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03097,04734,40.26,-2.2,66.887,87.649,314.45,292.23,22.22,316.1457,310.954,5.1917,3.4644,3.6406,0.8052,0.134,0.183,0.1069,1,'001000',0,140.85,0.33,1,"'MULTIPOLYGON((( 142.305756  -35.041847, 141.573181  -35.066463, 141.537781  -34.276913, 142.263443  -34.252525, 142.305756  -35.041847)))'",Victoria,141.92,-34.66,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03096,04735,40.29,-2.17,66.916,87.727,314,292.78,21.22,314.9554,309.5007,5.4547,4.6835,6.5195,2.3008,0.096,0.155,0.121,1,'001000',0,134.562,0.33,1,"'MULTIPOLYGON((( 142.285782  -35.062359, 141.552689  -35.086670, 141.517746  -34.296406, 142.243912  -34.272324, 142.285782  -35.062359)))'",Victoria,141.89999,-34.68,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03097,04735,40.29,-2.2,66.916,87.727,311.83,282,29.83,315.0581,309.6889,5.3692,4.1885,5.4796,1.8035,0.146,0.211,0.1614,1,'001000',0,177.536,0.33,1,"'MULTIPOLYGON((( 142.306030  -35.062195, 141.572952  -35.086823, 141.537506  -34.296574, 142.263657  -34.272175, 142.306030  -35.062195)))'",Victoria,141.92,-34.68,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03100,04736,40.31,-2.31,66.936,87.779,315.17,298.19,16.98,314.4617,309.0558,5.4059,2.8837,3.1105,0.9129,0.116,0.175,0.1001,1,'001000',0,111.165,0.33,1,"'MULTIPOLYGON((( 142.367126  -35.081806, 141.633713  -35.107601, 141.596405  -34.316948, 142.322891  -34.291389, 142.367126  -35.081806)))'",Victoria,141.98,-34.7,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03101,04736,40.31,-2.34,66.936,87.779,316.13,296.62,19.51,314.4494,309.0324,5.417,2.8902,3.0957,0.9255,0.145,0.193,0.105,1,'001000',0,127.38,0.33,1,"'MULTIPOLYGON((( 142.387375  -35.081638, 141.653976  -35.107754, 141.616165  -34.317112, 142.342636  -34.291241, 142.387375  -35.081638)))'",Victoria,142,-34.7,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03080,04747,40.55,-1.6,67.175,88.407,309.96,290.6,19.36,313.3095,307.1904,6.1191,7.3101,11.932,4.7268,0.113,0.17,0.0805,1,'001000',0,119.009,0.33,1,"'MULTIPOLYGON((( 141.963821  -35.308514, 141.225433  -35.326874, 141.199799  -34.530254, 141.931076  -34.512074, 141.963821  -35.308514)))'",Victoria,141.58,-34.92,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03064,04752,40.65,-1.03,67.276,88.672,309.73,286.36,23.37,309.5906,302.6974,6.8931,10.5417,15.4769,5.3043,0.097,0.145,0.0818,1,'001000',0,140.545,0.33,1,"'MULTIPOLYGON((( 141.640137  -35.412811, 140.899536  -35.425137, 140.883469  -34.625977, 141.616913  -34.613770, 141.640137  -35.412811)))'",Victoria,141.25999,-35.02,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03317,04842,43.1,-9.39,69.906,95.74,305.08,283.1,21.98,306.7768,302.113,4.6638,3.542,3.9595,1.759,0.088,0.139,0.09,1,'001000',0,126.975,0.33,1,"'MULTIPOLYGON((( 146.797424  -37.192368, 146.020508  -37.297112, 145.847214  -36.445713, 146.615814  -36.342102, 146.797424  -37.192368)))'",Victoria,146.32001,-36.82,2018-01-20 07:00:00,2018,1,20,3,7,340
'2018-01-20 07:00:00+00','2018-01-20 07:30:45+00','Himawari-8','kn3','NC_H08_20180120_0700_R21_FLDK.06001_06001.nc',03317,04843,43.12,-9.38,69.929,95.803,305,283.1,21.9,306.3103,301.7465,4.5638,3.5102,3.8341,1.7677,0.094,0.152,0.1195,1,'001000',0,126.46,0.33,1,"'MULTIPOLYGON((( 146.797653  -37.212688, 146.020248  -37.317360, 145.846985  -36.465382, 146.616058  -36.361847, 146.797653  -37.212688)))'",Victoria,146.32001,-36.84,2018-01-20 07:00:00,2018,1,20,3,7,340
